"","X","text"
"7819",672,"but the quality of the good-will which prompted it. So now let us do away with guess-work; the former deed was a benefit"
"7820",672,"and the latter"
"7821",672,"which transcended the earlier benefit"
"7822",672,"is an injury. The good man so arranges the two sides of his ledger that he voluntarily cheats himself by adding to the benefit and subtracting from the injury."
"7823",673,"The more indulgent magistrate"
"7824",673,"however (and I should rather be such a one)"
"7825",673,"will order us to forget the injury and remember the accommodation. ""But surely"
"7826",673,""" you say"
"7827",673,"""it is the part of justice to render to each that which is his due"
"7828",673,"– thanks in return for a benefit"
"7829",673,"and retribution"
"7830",673,"or at any rate ill-will"
"7831",673,"in return for an injury!"" This"
"7832",673,"I say"
"7833",673,"will be true when it is one man who has inflicted the injury"
"7834",673,"and a different man who has conferred the benefit; for if it is the same man"
"7835",673,"the force of the injury is nullified by the benefit conferred. Indeed"
"7836",673,"a man who ought to be pardoned"
"7837",673,"even though there were no good deeds credited to him in the past"
"7838",673,"should receive something more than mere leniency if he commits a wrong when he has a benefit to his credit. I do not set an equal value on benefits and injuries. I reckon a benefit at a higher rate than an injury. Not all grateful persons know what it involves to be in debt for a benefit; even a thoughtless"
"7839",673,"crude fellow"
"7840",673,"one of the common herd"
"7841",673,"may know"
"7842",673,"especially soon after he has received the gift; but he does not know how deeply he stands in debt therefor. Only the wise man knows exactly what value should be put upon everything; for the fool whom I just mentioned"
"7843",673,"no matter how good his intentions may be"
"7844",673,"either pays less than he owes"
"7845",673,"or pays it at the wrong time or the wrong place. That for which he should make return he wastes and loses. There is a marvellously accurate phraseology applied to certain subjects"
"7846",673,"a long-established terminology which indicates certain acts by means of symbols that are most efficient and that serve to outline men's duties. We are"
"7847",673,"as you know"
"7848",673,"wont to speak thus: ""A. has made a return for the favour bestowed by B."" Making a return means handing over of your own accord that which you owe. We do not say"
"7849",673,"""He has paid back the favour""; for ""pay back"" is used of a man upon whom a demand for payment is made"
"7850",673,"of those who pay against their will"
"7851",673,"of those who pay under any circumstances whatsoever"
"7852",673,"and of those who pay through a third party. We do not say"
"7853",673,"""He has 'restored' the benefit"
"7854",673,""" or 'settled' it; we have never been satisfied with a word which applies properly to a debt of money. Making a return means offering something to him from whom you have received something. The phrase implies a voluntary return; he who has made such a return has served the writ upon himself."
"7855",674,"The wise man will inquire in his own mind into all the circumstances: how much he has received"
"7856",674,"from whom"
"7857",674,"when"
"7858",674,"where"
"7859",674,"how. And so we declare that none but the wise man knows how to make return for a favour; moreover"
"7860",674,"none but the wise man knows how to confer a benefit"
"7861",674,"– that man"
"7862",674,"I mean"
"7863",674,"who enjoys the giving more than the recipient enjoys the receiving. Now some person will reckon this remark as one of the generally surprising statements such as we Stoics are wont to make and such as the Greeks call ""paradoxes"
"7864",674,""" and will say: ""Do you maintain"
"7865",674,"then"
"7866",674,"that only the wise man knows how to return a favour? Do you maintain that no one else knows how to make restoration to a creditor for a debt? Or"
"7867",674,"on buying a commodity"
"7868",674,"to pay full value to the seller?"" In order not to bring any odium upon myself"
"7869",674,"let me tell you that Epicurus says the same thing. At any rate"
"7870",674,"Metrodorus remarks that only the wise man knows how to return a favour. Again"
"7871",674,"the objector mentioned above wonders at our saying: ""The wise man alone knows how to love"
"7872",674,"the wise man alone is a real friend."" And yet it is a part of love and of friendship to return favours; nay"
"7873",674,"further"
"7874",674,"it is an ordinary act"
"7875",674,"and happens more frequently than real friendship. Again"
"7876",674,"this same objector wonders at our saying"
"7877",674,"""There is no loyalty except in the wise man"
"7878",674,""" just as if he himself does not say the same thing! Or do you think that there is any loyalty in him who does not know how to return a favour? These men"
"7879",674,"accordingly"
"7880",674,"should cease to discredit us"
"7881",674,"just as if we were uttering an impossible boast; they should understand that the essence of honour resides in the wise man"
"7882",674,"while among the crowd we find only the ghost and the semblance of honour. None but the wise man knows how to return a favour. Even a fool can return it in proportion to his knowledge and his power; his fault would be a lack of knowledge rather than a lack of will or desire. To will does not come by teaching."
"7883",675,"The wise man will compare all things with one another; for the very same object becomes greater or smaller"
"7884",675,"according to the time"
"7885",675,"the place"
"7886",675,"and the cause. Often the riches that are spent in profusion upon a palace cannot accomplish as much as a thousand denarii given at the right time. Now it makes a great deal of difference whether you give outright"
"7887",675,"or come to a man's assistance"
"7888",675,"whether your generosity saves him"
"7889",675,"or sets him up in life. Often the gift is small"
"7890",675,"but the consequences great. And what a distinction do you imagine there is between taking something which one lacks"
"7891",675,"– something which was offered"
"7892",675,"– and receiving a benefit in order to confer one in return?"
"7893",676,"But we should not slip back into the subject which we have already sufficiently investigated. In this balancing of benefits and injuries"
"7894",676,"the good man will"
"7895",676,"to be sure"
"7896",676,"judge with the highest degree of fairness"
"7897",676,"but he will incline towards the side of the benefit; he will turn more readily in this direction. Moreover"
"7898",676,"in affairs of this kind the person concerned is wont to count for a great deal. Men say: ""You conferred a benefit upon me in that matter of the slave"
"7899",676,"but you did me an injury in the case of my father"" or"
"7900",676,"""You saved my son"
"7901",676,"but robbed me of a father."" Similarly"
"7902",676,"he will follow up all other matters in which comparisons can be made"
"7903",676,"and if the difference be very slight"
"7904",676,"he will pretend not to notice it. Even though the difference be great"
"7905",676,"yet if the concession can be made without impairment of duty and loyalty"
"7906",676,"our good man will overlook it – that is"
"7907",676,"provided the injury exclusively affects the good man himself. To sum up"
"7908",676,"the matter stands thus: the good man will be easy-going in striking a balance; he will allow too much to be set against his credit. He will be unwilling to pay a benefit by balancing the injury against it. The side towards which he will lean"
"7909",676,"the tendency which he will exhibit"
"7910",676,"is the desire to be under obligations for the favour"
"7911",676,"and the desire to make return therefor. For anyone who receives a benefit more gladly than he repays it is mistaken. By as much as he who pays is more light-hearted than he who borrows"
"7912",676,"by so much ought he to be more joyful who unburdens himself of the greatest debt – a benefit received – than he who incurs the greatest obligations. For ungrateful men make mistakes in this respect also: they have to pay their creditors both capital and interest"
"7913",676,"but they think that benefits are currency which they can use without interest. So the debts grow through postponement"
"7914",676,"and the later the action is postponed the more remains to be paid. A man is an ingrate if he repays a favour without interest. Therefore"
"7915",676,"interest also should be allowed for"
"7916",676,"when you compare your receipts and your expenses. We should try by all means to be as grateful as possible."
"7917",677,"For gratitude is a good thing for ourselves"
"7918",677,"in a sense in which justice"
"7919",677,"that is commonly supposed to concern other persons"
"7920",677,"is not; gratitude returns in large measure unto itself. There is not a man who"
"7921",677,"when he has benefited his neighbour"
"7922",677,"has not benefited himself"
"7923",677,"– I do not mean for the reason that he whom you have aided will desire to aid you"
"7924",677,"or that he whom you have defended will desire to protect you"
"7925",677,"or that an example of good conduct returns in a circle to benefit the doer"
"7926",677,"just as examples of bad conduct recoil upon their authors"
"7927",677,"and as men find no pity if they suffer wrongs which they themselves have demonstrated the possibility of committing; but that the reward for all the virtues lies in the virtues themselves. For they are not practised with a view to recompense; the wages of a good deed is to have done it. I am grateful"
"7928",677,"not in order that my neighbour"
"7929",677,"provoked by the earlier act of kindness"
"7930",677,"may be more ready to benefit me"
"7931",677,"but simply in order that I may perform a most pleasant and beautiful act; I feel grateful"
"7932",677,"not because it profits me"
"7933",677,"but because it pleases me. And"
"7934",677,"to prove the truth of this to you"
"7935",677,"I declare that even if I may not be grateful without seeming ungrateful"
"7936",677,"even if I am able to return a benefit only by an act which resembles an injury; even so"
"7937",677,"I shall strive in the utmost calmness of spirit toward the purpose which honour demands"
"7938",677,"in the very midst of disgrace. No one"
"7939",677,"I think"
"7940",677,"rates virtue higher or is more consecrated to virtue than he who has lost his reputation for being a good man in order to keep from losing the approval of his conscience. Thus"
"7941",677,"as I have said"
"7942",677,"your being grateful is more conducive to your own good than to your neighbour's good. For while your neighbour has had a common"
"7943",677,"everyday experience"
"7944",677,"– namely"
"7945",677,"receiving back the gift which he had bestowed"
"7946",677,"– you have had a great experience which is the outcome of an utterly happy condition of soul"
"7947",677,"– to have felt gratitude. For if wickedness makes men unhappy and virtue makes men blest"
"7948",677,"and if it is a virtue to be grateful"
"7949",677,"then the return which you have made is only the customary thing"
"7950",677,"but the thing to which you have attained is priceless"
"7951",677,"– the consciousness of gratitude"
"7952",677,"which comes only to the soul that is divine and blessed. The opposite feeling to this"
"7953",677,"however"
"7954",677,"is immediately attended by the greatest unhappiness; no man"
"7955",677,"if he be ungrateful"
"7956",677,"will be unhappy in the future. I allow him no day of grace; he is unhappy forthwith."
"7957",678,"Let us therefore avoid being ungrateful"
"7958",678,"not for the sake of others but for our own sakes. When we do wrong"
"7959",678,"only the least and lightest portion of it flows back upon our neighbour; the worst and"
"7960",678,"if I may use the term"
"7961",678,"the densest portion of it stays at home and troubles the owner. My master Attalus used to say: ""Evil herself drinks the largest portion of her own poison."" The poison which serpents carry for the destruction of others"
"7962",678,"and secrete without harm to themselves"
"7963",678,"is not like this poison; for this sort is ruinous to the possessor. The ungrateful man tortures and torments himself; he hates the gifts which he has accepted"
"7964",678,"because he must make a return for them"
"7965",678,"and he tries to belittle their value"
"7966",678,"but he really enlarges and exaggerates the injuries which he has received. And what is more wretched than a man who forgets his benefits and clings to his injuries?"
"7967",679,"Wisdom"
"7968",679,"on the other hand"
"7969",679,"lends grace to every benefit"
"7970",679,"and of her own free will commends it to her own favour"
"7971",679,"and delights her soul by continued recollection thereof. Evil men have but one pleasure in benefits"
"7972",679,"and a very short-lived pleasure at that; it lasts only while they are receiving them. But the wise man derives therefrom an abiding and eternal joy. For he takes delight not so much in receiving the gift as in having received it; and this joy never perishes; it abides with him always. He despises the wrongs done him; he forgets them"
"7973",679,"not accidentally"
"7974",679,"but voluntarily. He does not put a wrong construction upon everything"
"7975",679,"or seek for someone whom he may hold responsible for each happening; he rather ascribes even the sins of men to chance. He will not misinterpret a word or a look; he makes light of all mishaps by interpreting them in a generous way. He does not remember an injury rather than a service. As far as possible"
"7976",679,"he lets his memory rest upon the earlier and the better deed"
"7977",679,"never changing his attitude towards those who have deserved well of him"
"7978",679,"except in cases where the bad deeds far outdistance the good"
"7979",679,"and the space between them is obvious even to one who closes his eyes to it; even then only to this extent"
"7980",679,"that he strives"
"7981",679,"after receiving the preponderant injury"
"7982",679,"to resume the attitude which he held before he received the benefit. For when the injury merely equals the benefit"
"7983",679,"a certain amount of kindly feeling is left over. Just as a defendant is acquitted when the votes are equal"
"7984",679,"and just as the spirit of kindliness always tries to bend every doubtful case toward the better interpretation"
"7985",679,"so the mind of the wise man"
"7986",679,"when another's merits merely equal his bad deeds"
"7987",679,"will"
"7988",679,"to be sure"
"7989",679,"cease to feel an obligation"
"7990",679,"but does not cease to desire to feel it"
"7991",679,"and acts precisely like the man who pays his debts even after they have been legally cancelled."
"7992",680,"But no man can be grateful unless he has learned to scorn the things which drive the common herd to distraction; if you wish to make return for a favour"
"7993",680,"you must be willing to go into exile"
"7994",680,"or to pour forth your blood"
"7995",680,"or to undergo poverty"
"7996",680,"or – and this will frequently happen"
"7997",680,"– even to let your very innocence be stained and exposed to shameful slanders. It is no slight price that a man must pay for being grateful. We hold nothing dearer than a benefit"
"7998",680,"so long as we are seeking one; we hold nothing cheaper after we have received it. Do you ask what it is that makes us forget benefits received? It is our extreme greed for receiving others. We consider not what we have obtained"
"7999",680,"but what we are to seek. We are deflected from the right course by riches"
"8000",680,"titles"
"8001",680,"power"
"8002",680,"and everything which is valuable in our opinion but worthless when rated at its real value. We do not know how to weigh matters; we should take counsel regarding them"
"8003",680,"not with their reputation but with their nature; those things possess no grandeur wherewith to enthral our minds"
"8004",680,"except the fact that we have become accustomed to marvel at them. For they are not praised because they ought to be desired"
"8005",680,"but they are desired because they have been praised; and when the error of individuals has once created error on the part of the public"
"8006",680,"then the public error goes on creating error on the part of individuals."
"8007",681,"But just as we take on faith such estimates of values"
"8008",681,"so let us take on the faith of the people this truth"
"8009",681,"that nothing is more honourable than a grateful heart. This phrase will be echoed by all cities"
"8010",681,"and by all races"
"8011",681,"even those from savage countries. Upon this point good and bad will agree. Some praise pleasure"
"8012",681,"some prefer toil; some say that pain is the greatest of evils"
"8013",681,"some say it is no evil at all; some will include riches in the Supreme Good"
"8014",681,"others will say that their discovery meant harm to the human race"
"8015",681,"and that none is richer than he to whom Fortune has found nothing to give. Amid all this diversity of opinion all men will yet with one voice"
"8016",681,"as the saying is"
"8017",681,"vote ""aye"" to the proposition that thanks should be returned to those who have deserved well of us. On this question the common herd"
"8018",681,"rebellious as they are"
"8019",681,"will all agree"
"8020",681,"but at present we keep paying back injuries instead of benefits"
"8021",681,"and the primary reason why a man is ungrateful is that he has found it impossible to be grateful enough. Our madness has gone to such lengths that it is a very dangerous thing to confer great benefits upon a person; for just because he thinks it shameful not to repay"
"8022",681,"so he would have none left alive whom he should repay. ""Keep for yourself what you have received; I do not ask it back; I do not demand it. Let it be safe to have conferred a favour."" There is no worse hatred than that which springs from shame at the desecration of a benefit. Farewell."
"8023",682,"LXXXII. On the Natural Fear of Death"
"8024",683,"I have already ceased to be anxious about you. ""Whom then of the gods"
"8025",683,""" you ask"
"8026",683,"""have you found as your voucher?"" A god"
"8027",683,"let me tell you"
"8028",683,"who deceives no one"
"8029",683,"– a soul in love with that which is upright and good. The better part of yourself is on safe ground. Fortune can inflict injury upon you; what is more pertinent is that I have no fears lest you do injury to yourself. Proceed as you have begun"
"8030",683,"and settle yourself in this way of living"
"8031",683,"not luxuriously"
"8032",683,"but calmly. I prefer to be in trouble rather than in luxury; and you had better interpret the term ""in trouble"" as popular usage is wont to interpret it: living a ""hard"
"8033",683,""" ""rough"
"8034",683,""" ""toilsome"" life. We are wont to hear the lives of certain men praised as follows"
"8035",683,"when they are objects of unpopularity: ""So-and-So lives luxuriously""; but by this they mean: ""He is softened by luxury."" For the soul is made womanish by degrees"
"8036",683,"and is weakened until it matches the ease and laziness in which it lies. Lo"
"8037",683,"is it not better for one who is really a man even to become hardened? Next"
"8038",683,"these same dandies fear that which they have made their own lives resemble. Much difference is there between lying idle and lying buried! ""But"
"8039",683,""" you say"
"8040",683,"""is it not better even to lie idle than to whirl round in these eddies of business distraction?"" Both extremes are to be deprecated – both tension and sluggishness. I hold that he who lies on a perfumed couch is no less dead than he who is dragged along by the executioner's hook."
"8041",684,"Leisure without study is death; it is a tomb for the living man. What then is the advantage of retirement? As if the real causes of our anxieties did not follow us across the seas! What hiding-place is there"
"8042",684,"where the fear of death does not enter? What peaceful haunts are there"
"8043",684,"so fortified and so far withdrawn that pain does not fill them with fear? Wherever you hide yourself"
"8044",684,"human ills will make an uproar all around. There are many external things which compass us about"
"8045",684,"to deceive us or to weigh upon us; there are many things within which"
"8046",684,"even amid solitude"
"8047",684,"fret and ferment."
"8048",685,"Therefore"
"8049",685,"gird yourself about with philosophy"
"8050",685,"an impregnable wall. Though it be assaulted by many engines"
"8051",685,"Fortune can find no passage into it. The soul stands on unassailable ground"
"8052",685,"if it has abandoned external things; it is independent in its own fortress; and every weapon that is hurled falls short of the mark. Fortune has not the long reach with which we credit her; she can seize none except him that clings to her. Let us then recoil from her as far as we are able. This will be possible for us only through knowledge of self and of the world of Nature. The soul should know whither it is going and whence it came"
"8053",685,"what is good for it and what is evil"
"8054",685,"what it seeks and what it avoids"
"8055",685,"and what is that Reason which distinguishes between the desirable and the undesirable"
"8056",685,"and thereby tames the madness of our desires and calms the violence of our fears."
"8057",686,"Some men flatter themselves that they have checked these evils by themselves even without the aid of philosophy; but when some accident catches them off their guard"
"8058",686,"a tardy confession of error is wrung from them. Their boastful words perish from their lips when the torturer commands them to stretch forth their hands"
"8059",686,"and when death draws nearer! You might say to such a man: ""It was easy for you to challenge evils that were not near-by; but here comes pain"
"8060",686,"which you declared you could endure; here comes death"
"8061",686,"against which you uttered many a courageous boast! The whip cracks"
"8062",686,"the sword flashes:"
"8063",687,"Ah now"
"8064",687,"Aeneas"
"8065",687,"thou must needs be stout"
"8066",688,"And strong of heart!"""
"8067",689,"This strength of heart"
"8068",689,"however"
"8069",689,"will come from constant study"
"8070",689,"provided that you practise"
"8071",689,"not with the tongue but with the soul"
"8072",689,"and provided that you prepare yourself to meet death. To enable yourself to meet death"
"8073",689,"you may expect no encouragement or cheer from those who try to make you believe"
"8074",689,"by means of their hair-splitting logic"
"8075",689,"that death is no evil. For I take pleasure"
"8076",689,"excellent Lucilius"
"8077",689,"in poking fun at the absurdities of the Greeks"
"8078",689,"of which"
"8079",689,"to my continual surprise"
"8080",689,"I have not yet succeeded in ridding myself. Our master Zeno uses a syllogism like this: ""No evil is glorious; but death is glorious; therefore death is no evil."" A cure"
"8081",689,"Zeno! I have been freed from fear; henceforth I shall not hesitate to bare my neck on the scaffold. Will you not utter sterner words instead of rousing a dying man to laughter? Indeed"
"8082",689,"Lucilius"
"8083",689,"I could not easily tell you whether he who thought that he was quenching the fear of death by setting up this syllogism was the more foolish"
"8084",689,"or he who attempted to refute it"
"8085",689,"just as if it had anything to do with the matter! For the refuter himself proposed a counter-syllogism"
"8086",689,"based upon the proposition that we regard death as ""indifferent"
"8087",689,""" – one of the things which the Greeks call ἀδιάφορα. ""Nothing"
"8088",689,""" he says"
"8089",689,"""that is indifferent can be glorious; death is glorious; therefore death is not indifferent."" You comprehend the tricky fallacy which is contained in this syllogism: mere death is"
"8090",689,"in fact"
"8091",689,"not glorious; but a brave death is glorious. And when you say: ""Nothing that is indifferent is glorious"
"8092",689,""" I grant you this much"
"8093",689,"and declare that nothing is glorious except as it deals with indifferent things. I classify as ""indifferent"
"8094",689,""" – that is"
"8095",689,"neither good nor evil – sickness"
"8096",689,"pain"
"8097",689,"poverty"
"8098",689,"exile"
"8099",689,"death. None of these things is intrinsically glorious; but nothing can be glorious apart from them. For it is not poverty that we praise"
"8100",689,"it is the man whom poverty cannot humble or bend. Nor is it exile that we praise"
"8101",689,"it is the man who withdraws into exile in the spirit in which he would have sent another into exile. It is not pain that we praise"
"8102",689,"it is the man whom pain has not coerced. One praises not death"
"8103",689,"but the man whose soul death takes away before it can confound it. All these things are in themselves neither honourable nor glorious; but any one of them that virtue has visited and touched is made honourable and glorious by virtue; they merely lie in between"
"8104",689,"and the decisive question is only whether wickedness or virtue has laid hold upon them. For instance"
"8105",689,"the death which in Cato's case is glorious"
"8106",689,"is in the case of Brutus forthwith base and disgraceful. For this Brutus"
"8107",689,"condemned to death"
"8108",689,"was trying to obtain postponement; he withdrew a moment in order to ease himself; when summoned to die and ordered to bare his throat"
"8109",689,"he exclaimed: ""I will bare my throat"
"8110",689,"if only I may live!"" What madness it is to run away"
"8111",689,"when it is impossible to turn back! ""I will bare my throat"
"8112",689,"if only I may live!"" He came very near saying also: ""even under Antony!"" This fellow deserved indeed to be consigned to life!"
"8113",690,"But"
"8114",690,"as I was going on to remark"
"8115",690,"you see that death in itself is neither an evil nor a good; Cato experienced death most honourably"
"8116",690,"Brutus most basely. Everything"
"8117",690,"if you add virtue"
"8118",690,"assumes a glory which it did not possess before. We speak of a sunny room"
"8119",690,"even though the same room is pitch-dark at night. It is the day which fills it with light"
"8120",690,"and the night which steals the light away; thus it is with the things which we call indifferent and ""middle"
"8121",690,""" like riches"
"8122",690,"strength"
"8123",690,"beauty"
"8124",690,"titles"
"8125",690,"kingship"
"8126",690,"and their opposites"
"8127",690,"– death"
"8128",690,"exile"
"8129",690,"ill-health"
"8130",690,"pain"
"8131",690,"and all such evils"
"8132",690,"the fear of which upsets us to a greater or less extent; it is the wickedness or the virtue that bestows the name of good or evil. An object is not by its own essence either hot or cold; it is heated when thrown into a furnace"
"8133",690,"and chilled when dropped into water. Death is honourable when related to that which is honourable; by this I mean virtue and a soul that despises the worst hardships."
"8134",691,"Furthermore"
"8135",691,"there are vast distinctions among these qualities which we call ""middle."" For example"
"8136",691,"death is not so indifferent as the question whether your hair should be worn evenly or unevenly. Death belongs among those things which are not indeed evils"
"8137",691,"but still have in them a semblance of evil; for there are implanted in us love of self"
"8138",691,"a desire for existence and self-preservation"
"8139",691,"and also an abhorrence of dissolution"
"8140",691,"because death seems to rob us of many goods and to withdraw us from the abundance to which we have become accustomed. And there is another element which estranges us from death: we are already familiar with the present"
"8141",691,"but are ignorant of the future into which we shall transfer ourselves"
"8142",691,"and we shrink from the unknown. Moreover"
"8143",691,"it is natural to fear the world of shades"
"8144",691,"whither death is supposed to lead. Therefore"
"8145",691,"although death is something indifferent"
"8146",691,"it is nevertheless not a thing which we can easily ignore. The soul must be hardened by long practice"
"8147",691,"so that it may learn to endure the sight and the approach of death."
"8148",692,"Death ought to be despised more than it is wont to be despised. For we believe too many of the stories about death. Many thinkers have striven hard to increase its ill repute; they have portrayed the prison in the world below and the land overwhelmed by everlasting night"
"8149",692,"where"
"8150",693,"Within his blood-stained cave Hell's warder huge"
"8151",694,"Doth sprawl his ugly length on half-crunched bones"
"8152",695,"And terrifies the disembodied ghosts"
"8153",696,"With never-ceasing bark."
"8154",697,"Even if you can win your point and prove that these are mere stories and that nothing is left for the dead to fear"
"8155",697,"another fear steals upon you. For the fear of going to the underworld is equalled by the fear of going nowhere."
"8156",698,"In the face of these notions"
"8157",698,"which long-standing opinion has dinned in our ears"
"8158",698,"how can brave endurance of death be anything else than glorious"
"8159",698,"and fit to rank among the greatest accomplishments of the human mind? For the mind will never rise to virtue if it believes that death is an evil; but it will so rise if it holds that death is a matter of indifference. It is not in the order of nature that a man shall proceed with a great heart to a destiny which he believes to be evil; he will go sluggishly and with reluctance. But nothing glorious can result from unwillingness and cowardice; virtue does nothing under compulsion. Besides"
"8160",698,"no deed that a man does is honourable unless he has devoted himself thereto and attended to it with all his heart"
"8161",698,"rebelling against it with no portion of his being. When"
"8162",698,"however"
"8163",698,"a man goes to face an evil"
"8164",698,"either through fear of worse evils or in the hope of goods whose attainment is of sufficient moment to him that he can swallow the one evil which he must endure"
"8165",698,"– in that case the judgment of the agent is drawn in two directions. On the one side is the motive which bids him carry out his purpose; on the other"
"8166",698,"the motive which restrains him and makes him flee from something which has aroused his apprehension or leads to danger. Hence he is torn in different directions; and if this happens"
"8167",698,"the glory of his act is gone. For virtue accomplishes its plans only when the spirit is in harmony with itself. There is no element of fear in any of its actions."
"8168",699,"Yield not to evils"
"8169",699,"but"
"8170",699,"still braver"
"8171",699,"go"
"8172",700,"Where'er thy fortune shall allow."
"8173",701,"You cannot ""still braver go"
"8174",701,""" if you are persuaded that those things are the real evils. Root out this idea from your soul; otherwise your apprehensions will remain undecided and will thus check the impulse to action. You will be pushed into that towards which you ought to advance like a soldier."
"8175",702,"Those of our school"
"8176",702,"it is true"
"8177",702,"would have men think that Zeno's syllogism is correct"
"8178",702,"but that the second I mentioned"
"8179",702,"which is set up against his"
"8180",702,"is deceptive and wrong. But I for my part decline to reduce such questions to a matter of dialectical rules or to the subtleties of an utterly worn-out system. Away"
"8181",702,"I say"
"8182",702,"with all that sort of thing"
"8183",702,"which makes a man feel"
"8184",702,"when a question is propounded to him"
"8185",702,"that he is hemmed in"
"8186",702,"and forces him to admit a premiss"
"8187",702,"and then makes him say one thing in his answer when his real opinion is another. When truth is at stake"
"8188",702,"we must act more frankly; and when fear is to be combated"
"8189",702,"we must act more bravely. Such questions"
"8190",702,"which the dialecticians involve in subtleties"
"8191",702,"I prefer to solve and weigh rationally"
"8192",702,"with the purpose of winning conviction and not of forcing the judgment."
"8193",703,"When a general is about to lead into action an army prepared to meet death for their wives and children"
"8194",703,"how will he exhort them to battle? I remind you of the Fabii"
"8195",703,"who took upon a single clan a war which concerned the whole state. I point out to you the Lacedaemonians in position at the very pass of Thermopylae! They have no hope of victory"
"8196",703,"no hope of returning. The place where they stand is to be their tomb. In what language do you encourage them to bar the way with their bodies and take upon themselves the ruin of their whole tribe"
"8197",703,"and to retreat from life rather than from their post? Shall you say: ""That which is evil is not glorious; but death is glorious; therefore death is not an evil""? What a powerful discourse! After such words"
"8198",703,"who would hesitate to throw himself upon the serried spears of the foemen"
"8199",703,"and die in his tracks? But take Leonidas: how bravely did he address his men! He said: ""Fellow-soldiers"
"8200",703,"let us to our breakfast"
"8201",703,"knowing that we shall sup in Hades!"" The food of these men did not grow lumpy in their mouths"
"8202",703,"or stick in their throats"
"8203",703,"or slip from their fingers; eagerly did they accept the invitation to breakfast"
"8204",703,"and to supper also! Think"
"8205",703,"too"
"8206",703,"of the famous Roman general; his soldiers had been dispatched to seize a position"
"8207",703,"and when they were about to make their way through a huge army of the enemy"
"8208",703,"he addressed them with the words: ""You must go now"
"8209",703,"fellow-soldiers"
"8210",703,"to yonder place"
"8211",703,"whence there is no 'must' about your returning!"""
"8212",704,"You see"
"8213",704,"then"
"8214",704,"how straightforward and peremptory virtue is; but what man on earth can your deceptive logic make more courageous or more upright? Rather does it break the spirit"
"8215",704,"which should never be less straitened or forced to deal with petty and thorny problems than when some great work is being planned. It is not the Three Hundred"
"8216",704,"– it is all mankind that should be relieved of the fear of death. But how can you prove to all those men that death is no evil? How can you overcome the notions of all our past life"
"8217",704,"– notions with which we are tinged from our very infancy? What succour can you discover for man's helplessness? What can you say that will make men rush"
"8218",704,"burning with zeal"
"8219",704,"into the midst of danger? By what persuasive speech can you turn aside this universal feeling of fear"
"8220",704,"by what strength of wit can you turn aside the conviction of the human race which steadfastly opposes you? Do you propose to construct catchwords for me"
"8221",704,"or to string together petty syllogisms? It takes great weapons to strike down great monsters. You recall the fierce serpent in Africa"
"8222",704,"more frightful to the Roman legions than the war itself"
"8223",704,"and assailed in vain by arrows and slings; it could not be wounded even by ""Pythius"
"8224",704,""" since its huge size"
"8225",704,"and the toughness which matched its bulk"
"8226",704,"made spears"
"8227",704,"or any weapon hurled by the hand of man"
"8228",704,"glance off. It was finally destroyed by rocks equal in size to millstones. Are you"
"8229",704,"then"
"8230",704,"hurling petty weapons like yours even against death? Can you stop a lion's charge by an awl? Your arguments are indeed sharp; but there is nothing sharper than a stalk of grain. And certain arguments are rendered useless and unavailing by their very subtlety. Farewell."
"8231",705,"LXXXIII. On Drunkenness"
"8232",706,"You bid me give you an account of each separate day"
"8233",706,"and of the whole day too; so you must have a good opinion of me if you think that in these days of mine there is nothing to hide. At any rate"
"8234",706,"it is thus that we should live"
"8235",706,"– as if we lived in plain sight of all men; and it is thus that we should think"
"8236",706,"– as if there were someone who could look into our inmost souls; and there is one who can so look. For what avails it that something is hidden from man? Nothing is shut off from the sight of God. He is witness of our souls"
"8237",706,"and he comes into the very midst of our thoughts – comes into them"
"8238",706,"I say"
"8239",706,"as one who may at any time depart. I shall therefore do as you bid"
"8240",706,"and shall gladly inform you by letter what I am doing"
"8241",706,"and in what sequence. I shall keep watching myself continually"
"8242",706,"and – a most useful habit – shall review each day. For this is what makes us wicked: that no one of us looks back over his own life. Our thoughts are devoted only to what we are about to do. And yet our plans for the future always depend on the past."
"8243",707,"To-day has been unbroken; no one has filched the slightest part of it from me. The whole time has been divided between rest and reading. A brief space has been given over to bodily exercise"
"8244",707,"and on this ground I can thank old age – my exercise costs very little effort; as soon as I stir"
"8245",707,"I am tired. And weariness is the aim and end of exercise"
"8246",707,"no matter how strong one is. Do you ask who are my pacemakers? One is enough for me"
"8247",707,"– the slave Pharius"
"8248",707,"a pleasant fellow"
"8249",707,"as you know; but I shall exchange him for another. At my time of life I need one who is of still more tender years. Pharius"
"8250",707,"at any rate"
"8251",707,"says that he and I are at the same period of life; for we are both losing our teeth. Yet even now I can scarcely follow his pace as he runs"
"8252",707,"and within a very short time I shall not be able to follow him at all; so you see what profit we get from daily exercise. Very soon does a wide interval open between two persons who travel different ways. My slave is climbing up at the very moment when I am coming down"
"8253",707,"and you surely know how much quicker the latter is. Nay"
"8254",707,"I was wrong; for now my life is not coming down; it is falling outright. Do you ask"
"8255",707,"for all that"
"8256",707,"how our race resulted to-day? We raced to a tie"
"8257",707,"– something which rarely happens in a running contest. After tiring myself out in this way (for I cannot call it exercise)"
"8258",707,"I took a cold bath; this"
"8259",707,"at my house"
"8260",707,"means just short of hot. I"
"8261",707,"the former cold-water enthusiast"
